-6.952195302378954764e-03,5.734823989453718615e-03,1.152584004550921009e-04,-6.529953861149099372e-06,-6.191749798759419202e-06,2.098462788930135893e-07,1.988499999999999972e+30
-3.741746315299770975e-01,6.765368129919728524e-02,3.886060871091547714e-02,-1.052456936594836981e-02,-2.654191034014969849e-02,-1.203364945013451993e-03,3.301999999999999937e+23
3.922989527828217859e-01,-6.024329209657529605e-01,-3.126981544647901290e-02,1.676651091377753117e-02,1.102297695985277916e-02,-8.163325163152593354e-04,4.868499999999999835e+24
-8.280467654456376003e-01,5.547156646921018730e-01,9.451380501300605196e-05,-9.849496844309732491e-03,-1.437989016866239068e-02,7.593584011311361203e-07,5.972190000000000391e+24
2.740569395402376110e-02,1.571657589893020956e+00,3.208785203008231862e-02,-1.346752815566200009e-02,1.488277021628397079e-03,3.617370065947963197e-04,6.417100000000000341e+23
3.296054406724019170e+00,-3.854372250017679136e+00,-5.775160505862512311e-02,5.642877728841944399e-03,5.260888957045315416e-03,-1.480518004575926067e-04,1.898129999999999971e+27
5.677767010518503632e+00,-8.196263115204040162e+00,-8.353025657771867563e-02,4.275439379843543573e-03,3.163383978806266154e-03,-2.253053202892726958e-04,5.683400000000000305e+26
1.522987500475264078e+01,1.259623199339928057e+01,-1.505222235277655918e-01,-2.535588083269963051e-03,2.847538171051263150e-03,4.330902395319256008e-05,8.681299999999999960e+25
2.947728578789434906e+01,-5.085834910400082620e+00,-5.746012874729312658e-01,5.129114433273687483e-04,3.111677804109056009e-03,-7.626376058161224295e-05,1.024099999999999970e+26
1.418593969988040016e+01,-3.112429895679403913e+01,-7.729175281573772427e-01,2.940286599319249898e-03,6.340456996250977287e-04,-9.224630271532847144e-04,1.307000000000000052e+22
